Crime_ID,Crime_Type,Location,Latitude,Longitude,Date,Time,Severity,Police_Station
6161,Arson,Saibaba Colony,11.099593,77.020358,2022-03-30,00:23,5,Saibaba Colony PS
6162,Sexual Harassment,Sitra,11.127126,76.965257,2022-08-21,05:02,5,Sitra PS
6163,Forgery,Madukkarai,11.041456,76.953417,2022-05-06,08:48,4,Madukkarai PS
6164,Trespassing,Vadavalli,11.139136,77.024447,2023-10-15,13:35,5,Vadavalli PS
6165,Chain Snatching,Ondipudur,10.929344,76.964784,2023-10-30,22:46,3,Ondipudur PS
6166,Domestic Violence,Velandipalayam,10.934004,77.007036,2022-01-13,21:57,1,Velandipalayam PS
6167,Domestic Violence,Eachanari,11.13999,76.983486,2023-09-08,15:04,1,Eachanari PS
6168,Chain Snatching,Pappanaickenpalayam,10.96076,77.057401,2022-04-18,07:16,4,Pappanaickenpalayam PS
6169,Vandalism,Kalveerampalayam,11.090474,77.036895,2022-04-06,20:06,2,Kalveerampalayam PS
6170,Fraud,Pollachi,11.149355,77.050006,2022-11-18,20:44,4,Pollachi PS
6171,Vandalism,Eachanari,10.921885,76.912683,2023-08-08,12:33,4,Eachanari PS
6172,Kidnapping,Ganapathy,11.1332,76.978449,2022-06-22,02:08,1,Ganapathy PS
6173,Assault,Sundarapuram,11.104986,77.074684,2023-10-15,19:27,2,Sundarapuram PS
6174,Assault,Vadavalli East,10.946635,77.004846,2024-02-16,20:50,3,Vadavalli East PS
6175,Chain Snatching,Kurichi,10.948787,76.99932,2022-06-08,13:56,2,Kurichi PS
6176,Drug Abuse,Thondamuthur,11.067283,76.920122,2023-08-08,20:21,1,Thondamuthur PS
6177,Kidnapping,Periyanaickenpalayam,11.051343,76.867173,2022-08-08,23:03,4,Periyanaickenpalayam PS
6178,Domestic Violence,Mathampalayam,10.920918,77.001242,2022-07-15,01:39,2,Mathampalayam PS
6179,Chain Snatching,Saibaba Colony,11.107804,76.934312,2022-03-07,10:25,4,Saibaba Colony PS
6180,Arson,Puliakulam,10.946527,76.890589,2024-02-13,17:43,3,Puliakulam PS
6181,Forgery,Kunniyamuthur,10.940074,76.935847,2022-11-05,13:51,2,Kunniyamuthur PS
6182,Domestic Violence,Pothanur,11.097477,76.955034,2023-08-15,20:07,4,Pothanur PS
6183,Illegal Gambling,Somanur,11.059679,77.069157,2023-11-04,10:10,5,Somanur PS
6184,Theft,Kovilpalayam,11.125847,76.875069,2023-05-24,00:06,4,Kovilpalayam PS
6185,Assault,RS Puram,11.072151,76.993113,2023-02-06,20:08,3,RS Puram PS
6186,Drug Abuse,Cheran Ma Nagar,11.12136,76.910773,2022-12-11,08:56,4,Cheran Ma Nagar PS
6187,Drug Abuse,Periyanaickenpalayam,10.973092,77.080672,2023-02-03,17:08,2,Periyanaickenpalayam PS
6188,Drug Abuse,Karumathampatti,11.05016,76.882274,2022-08-13,06:43,5,Karumathampatti PS
6189,Arson,Singanallur East,10.993858,76.965956,2023-09-17,12:58,1,Singanallur East PS
6190,Bribery,Sundarapuram,10.970034,76.972565,2023-05-06,13:25,2,Sundarapuram PS
6191,Assault,Pollachi,11.062055,76.897718,2022-04-29,08:21,4,Pollachi PS
6192,Sexual Harassment,Peelamedu,11.137213,76.914765,2023-01-02,11:29,1,Peelamedu PS
6193,Fraud,Sitra,10.948179,76.965932,2023-06-04,08:48,2,Sitra PS
6194,Assault,Singanallur East,11.047528,77.066341,2023-03-09,15:58,3,Singanallur East PS
6195,Murder,Pappampatti,11.094151,76.870512,2022-11-26,11:03,5,Pappampatti PS
6196,Illegal Gambling,Idikarai East,11.045326,76.911283,2023-09-28,12:32,2,Idikarai East PS
6197,Trespassing,Mettupalayam,11.14272,76.944223,2023-07-30,02:27,2,Mettupalayam PS
6198,Vandalism,Kavundampalayam,10.967339,77.020836,2023-12-12,18:56,4,Kavundampalayam PS
6199,Illegal Gambling,Ondipudur,10.94808,76.926086,2023-09-23,09:19,2,Ondipudur PS
6200,Domestic Violence,Ondiputhur,10.93516,76.958948,2024-02-05,18:33,5,Ondiputhur PS
6201,Trespassing,Gandhipuram,11.094592,76.894309,2023-08-15,06:12,2,Gandhipuram PS
6202,Illegal Gambling,Perur,10.924585,77.059223,2023-08-02,19:07,4,Perur PS
6203,Theft,RS Puram,11.017731,76.8936,2022-04-18,02:42,1,RS Puram PS
6204,Pickpocketing,Karamadai,11.049546,77.019886,2023-02-15,17:40,4,Karamadai PS
6205,Traffic Violation,Kavundampalayam,10.979492,77.086238,2022-05-31,00:06,3,Kavundampalayam PS
6206,Theft,Cheran Ma Nagar,10.924248,76.876645,2022-03-19,14:02,2,Cheran Ma Nagar PS
6207,Drug Abuse,Kavundampalayam,10.99655,77.066013,2022-08-18,06:20,2,Kavundampalayam PS
6208,Robbery,Sitra,11.136366,76.908395,2022-10-08,00:20,5,Sitra PS
6209,Fraud,Thennampalayam,11.077213,76.977081,2022-04-22,17:12,1,Thennampalayam PS
6210,Sexual Harassment,Ondiputhur,10.950288,76.944981,2022-03-18,23:38,1,Ondiputhur PS
6211,Pickpocketing,Mathampalayam,10.937272,76.956141,2022-06-09,05:41,2,Mathampalayam PS
6212,Theft,Thondamuthur,11.091601,77.050298,2023-08-28,10:05,4,Thondamuthur PS
6213,Vandalism,Ganapathy,10.993226,76.884344,2022-12-24,08:40,1,Ganapathy PS
6214,Domestic Violence,Pappampatti,10.933386,77.084959,2023-05-24,02:12,4,Pappampatti PS
6215,Robbery,Veerakeralam,11.006821,77.035098,2023-01-14,07:27,4,Veerakeralam PS
6216,Bribery,Sundakkamuthur,11.136462,76.892941,2022-03-30,00:45,5,Sundakkamuthur PS
6217,Kidnapping,Kovaipudur,11.065045,77.086605,2022-12-09,23:47,4,Kovaipudur PS
6218,Pickpocketing,Sundarapuram,11.117248,77.05567,2022-01-16,05:48,2,Sundarapuram PS
6219,Drug Abuse,Kovilpalayam,10.924169,77.089199,2022-09-04,01:14,4,Kovilpalayam PS
6220,Chain Snatching,Kurichi,11.046882,76.883173,2022-06-21,18:53,2,Kurichi PS
6221,Vandalism,Peelamedu,11.055318,77.075224,2023-02-21,05:36,2,Peelamedu PS
6222,Bribery,Singanallur,11.013441,77.010393,2023-04-06,21:21,3,Singanallur PS
6223,Vandalism,Ganapathy,11.017626,76.877993,2022-12-16,22:29,1,Ganapathy PS
6224,Robbery,Kavundampalayam,10.973197,76.988909,2022-07-09,02:51,4,Kavundampalayam PS
6225,Forgery,Sowripalayam,11.097465,76.922672,2023-07-23,00:19,5,Sowripalayam PS
6226,Vandalism,Vilankurichi,11.107733,76.985404,2022-07-14,19:28,4,Vilankurichi PS
6227,Vandalism,Vilankurichi,10.911101,77.027603,2023-07-31,07:05,1,Vilankurichi PS
6228,Illegal Gambling,Chinthamanipudur,11.048645,76.983358,2023-09-29,23:42,5,Chinthamanipudur PS
6229,Traffic Violation,Vadavalli East,10.952724,76.977733,2022-12-31,14:52,2,Vadavalli East PS
6230,Kidnapping,Vellalore,11.135436,77.065934,2023-07-13,22:26,3,Vellalore PS
6231,Fraud,Nehru Nagar,11.035516,76.856103,2023-10-15,21:18,2,Nehru Nagar PS
6232,Domestic Violence,Sowripalayam,10.969549,77.049608,2023-11-02,15:09,2,Sowripalayam PS
6233,Pickpocketing,Cheran Ma Nagar,10.997484,77.073339,2022-06-19,19:26,2,Cheran Ma Nagar PS
6234,Murder,Peelamedu Pudur,10.952572,76.899581,2022-09-17,03:08,4,Peelamedu Pudur PS
6235,Vandalism,Velandipalayam,10.983498,77.074557,2023-01-30,02:22,2,Velandipalayam PS
6236,Traffic Violation,Kuniamuthur,11.072467,76.992809,2023-10-17,23:51,2,Kuniamuthur PS
6237,Illegal Gambling,Thondamuthur,11.029132,76.906876,2023-11-22,09:14,3,Thondamuthur PS
6238,Bribery,Sowripalayam,11.057566,77.016867,2022-01-05,05:37,1,Sowripalayam PS
6239,Bribery,Ukkadam,10.993384,77.036914,2022-04-13,11:12,3,Ukkadam PS
6240,Murder,Malumichampatti,11.005295,77.011998,2022-03-17,13:46,1,Malumichampatti PS
6241,Traffic Violation,Vellalore,11.026434,77.020587,2024-01-21,23:43,1,Vellalore PS
6242,Murder,Othakalmandapam,11.110416,77.036145,2022-03-05,12:23,2,Othakalmandapam PS
6243,Fraud,Singanallur East,11.078477,76.930606,2022-05-05,11:56,5,Singanallur East PS
6244,Bribery,Somanur,11.034183,76.959285,2023-12-25,21:44,1,Somanur PS
6245,Trespassing,Kovaipudur,10.964424,77.046586,2023-09-10,22:45,5,Kovaipudur PS
6246,Theft,Singanallur East,10.906693,76.889543,2023-01-24,01:55,4,Singanallur East PS
6247,Robbery,Saibaba Colony,10.909162,77.032736,2022-12-09,15:59,4,Saibaba Colony PS
6248,Kidnapping,Idigarai,10.913619,76.987181,2024-02-02,22:22,3,Idigarai PS
6249,Drug Abuse,Thudiyalur,10.904574,76.948591,2023-11-30,11:00,1,Thudiyalur PS
6250,Trespassing,RS Puram,10.965578,76.884857,2022-02-12,07:32,2,RS Puram PS
6251,Murder,Nehru Nagar,10.962608,77.024206,2023-09-26,22:25,2,Nehru Nagar PS
6252,Trespassing,Singanallur,10.987562,76.887718,2022-10-08,18:01,1,Singanallur PS
6253,Drug Abuse,Kuniamuthur,11.142488,76.987583,2022-02-28,08:38,3,Kuniamuthur PS
6254,Fraud,Pappampatti,11.088387,76.880119,2023-10-22,07:52,4,Pappampatti PS
6255,Bribery,Vadavalli,11.135863,76.866247,2022-02-22,17:53,5,Vadavalli PS
6256,Trespassing,RS Puram,11.046159,76.889619,2023-02-03,03:17,4,RS Puram PS
6257,Fraud,Idikarai East,10.925868,77.053903,2022-12-01,00:53,2,Idikarai East PS
6258,Pickpocketing,Malumichampatti,10.955675,76.985934,2023-06-08,03:21,3,Malumichampatti PS
6259,Vandalism,Pollachi,10.976494,77.071364,2023-04-13,18:27,5,Pollachi PS
6260,Domestic Violence,Sundakkamuthur,11.033339,77.063968,2024-01-01,14:49,5,Sundakkamuthur PS
6261,Burglary,Keeranatham,10.911908,76.979442,2022-04-25,14:29,2,Keeranatham PS
6262,Burglary,Saravanampatti,11.075291,77.008381,2023-07-17,11:51,5,Saravanampatti PS
6263,Drug Abuse,Pothanur,11.035945,77.001703,2022-09-02,05:36,4,Pothanur PS
6264,Traffic Violation,Sundakkamuthur,10.998447,76.878573,2023-12-14,10:33,3,Sundakkamuthur PS
6265,Theft,Vilankurichi,10.971015,77.043,2022-02-04,21:18,2,Vilankurichi PS
6266,Sexual Harassment,Sowripalayam,10.999497,76.912423,2022-11-17,22:30,5,Sowripalayam PS
6267,Trespassing,Perur,11.043771,76.957826,2023-01-05,14:52,1,Perur PS
6268,Assault,Kovaipudur,11.129164,77.02112,2023-01-24,08:41,2,Kovaipudur PS
6269,Forgery,Kovaipudur,11.073892,77.076638,2022-06-27,19:08,2,Kovaipudur PS
6270,Traffic Violation,Pappampatti,10.908,77.09016,2023-10-04,20:36,5,Pappampatti PS
6271,Arson,Thennampalayam,11.121864,76.989497,2023-12-11,07:32,1,Thennampalayam PS
6272,Fraud,Kavundampalayam,10.952367,77.07867,2022-06-01,17:55,4,Kavundampalayam PS
6273,Murder,Vellalore,11.137135,76.922984,2023-05-14,19:29,2,Vellalore PS
6274,Burglary,Mathampalayam,11.130541,77.089949,2023-02-04,23:04,1,Mathampalayam PS
6275,Domestic Violence,Pappanaickenpalayam,10.981082,76.981187,2022-03-28,11:18,2,Pappanaickenpalayam PS
6276,Theft,Keeranatham,11.084651,76.938202,2023-12-24,21:13,2,Keeranatham PS
6277,Bribery,Thondamuthur,11.064986,77.047545,2023-06-18,05:21,4,Thondamuthur PS
6278,Illegal Gambling,Pappanaickenpalayam,11.045097,76.908779,2024-02-22,22:30,2,Pappanaickenpalayam PS
6279,Chain Snatching,Perur,10.901863,76.909706,2023-10-27,08:09,3,Perur PS
6280,Traffic Violation,Somanur,10.979037,76.959966,2023-09-15,19:13,4,Somanur PS
6281,Illegal Gambling,Saravanampatti North,11.023185,76.968404,2022-11-24,15:19,5,Saravanampatti North PS
6282,Theft,Idikarai East,11.022657,77.002208,2022-02-11,05:30,4,Idikarai East PS
6283,Forgery,Thudiyalur,11.14868,77.012485,2023-09-01,12:56,5,Thudiyalur PS
6284,Assault,Idigarai,11.129409,77.061034,2024-01-21,09:34,5,Idigarai PS
6285,Bribery,Ukkadam,10.993209,76.863022,2023-09-11,04:15,3,Ukkadam PS
6286,Arson,Kovaipudur,10.928272,76.989881,2022-11-04,21:53,2,Kovaipudur PS
6287,Vandalism,Othakalmandapam,10.956677,76.926621,2023-01-30,10:47,4,Othakalmandapam PS
6288,Murder,Pothanur,11.149067,76.984867,2022-04-30,14:41,1,Pothanur PS
6289,Bribery,Vellalore,11.07657,76.981598,2023-11-04,17:32,2,Vellalore PS
6290,Pickpocketing,Kuniamuthur,10.982147,76.901156,2023-07-07,16:34,3,Kuniamuthur PS
6291,Burglary,Ukkadam,11.104505,76.892325,2023-03-06,19:31,3,Ukkadam PS
6292,Murder,Townhall,11.130455,76.995116,2023-09-18,00:14,3,Townhall PS
6293,Robbery,Mettupalayam,11.111587,76.920376,2022-05-19,11:14,5,Mettupalayam PS
6294,Bribery,Saibaba Colony,11.130935,76.879875,2023-02-14,16:49,2,Saibaba Colony PS
6295,Theft,Periyanaickenpalayam,11.129267,77.050035,2023-12-25,10:52,3,Periyanaickenpalayam PS
6296,Vandalism,Thudiyalur,11.036096,76.942931,2022-12-19,01:23,1,Thudiyalur PS
6297,Chain Snatching,Pappanaickenpalayam,11.102962,77.073374,2023-06-23,01:33,4,Pappanaickenpalayam PS
6298,Bribery,Kavundampalayam South,11.08225,76.982851,2023-10-28,17:14,2,Kavundampalayam South PS
6299,Trespassing,Singanallur East,10.908934,77.073689,2022-11-04,04:25,1,Singanallur East PS
6300,Forgery,Peelamedu,11.024353,76.965692,2022-03-25,09:31,1,Peelamedu PS
6301,Assault,Sowdambika Nagar,10.940211,76.991672,2022-05-10,16:36,4,Sowdambika Nagar PS
6302,Robbery,Townhall,11.0574,76.989999,2023-04-24,19:45,2,Townhall PS
6303,Trespassing,Goundampalayam,10.965558,76.953441,2022-10-15,15:39,1,Goundampalayam PS
6304,Murder,Vellalore,10.998133,76.865853,2022-10-17,11:48,5,Vellalore PS
6305,Robbery,Periyanaickenpalayam,11.065417,77.087218,2022-08-12,02:22,3,Periyanaickenpalayam PS
6306,Chain Snatching,Pollachi,11.041801,77.068364,2023-10-06,05:14,5,Pollachi PS
6307,Theft,Vadavalli East,11.096983,76.951109,2024-02-03,18:32,4,Vadavalli East PS
6308,Traffic Violation,Kovaipudur,11.142163,76.940396,2023-01-06,06:18,1,Kovaipudur PS
6309,Murder,Kovaipudur,11.028926,76.924228,2023-08-25,12:09,4,Kovaipudur PS
6310,Assault,Kunniyamuthur,10.903128,76.954897,2022-10-18,05:43,1,Kunniyamuthur PS
6311,Vandalism,Singanallur East,11.129454,77.025903,2022-07-13,20:02,5,Singanallur East PS
6312,Traffic Violation,Annur,10.962169,76.930912,2022-03-25,19:52,4,Annur PS
6313,Assault,Kalveerampalayam,11.050321,77.091977,2023-08-26,20:08,3,Kalveerampalayam PS
6314,Fraud,Eachanari,10.978118,76.897639,2023-01-04,06:06,2,Eachanari PS
6315,Domestic Violence,Saibaba Colony,11.005441,76.883745,2022-01-13,01:14,4,Saibaba Colony PS
6316,Forgery,Narasimhanaickenpalayam,10.95982,76.908196,2023-01-16,16:55,5,Narasimhanaickenpalayam PS
6317,Fraud,Madukkarai,10.933178,76.98919,2022-08-01,08:12,4,Madukkarai PS
6318,Robbery,Peelamedu,10.924317,77.012813,2023-07-01,03:07,5,Peelamedu PS
6319,Domestic Violence,Udayampalayam,10.947044,77.062611,2022-02-16,21:37,4,Udayampalayam PS
6320,Drug Abuse,Kavundampalayam South,11.072184,76.946227,2023-07-19,07:12,2,Kavundampalayam South PS
6321,Traffic Violation,Keeranatham,10.936881,76.982581,2022-11-06,06:59,4,Keeranatham PS
6322,Theft,Sowripalayam,10.987752,77.069812,2023-10-25,07:34,5,Sowripalayam PS
6323,Drug Abuse,Kurichi,10.939304,76.922371,2022-10-06,09:58,1,Kurichi PS
6324,Traffic Violation,Pappanaickenpalayam,11.137927,76.925867,2023-11-16,11:44,2,Pappanaickenpalayam PS
6325,Chain Snatching,Ramanathapuram,11.058693,77.001088,2023-02-08,15:27,1,Ramanathapuram PS
6326,Domestic Violence,Kovilpalayam,10.907946,76.984708,2023-08-18,16:13,3,Kovilpalayam PS
6327,Sexual Harassment,Pappanaickenpalayam,10.964225,76.953575,2023-10-05,04:04,4,Pappanaickenpalayam PS
6328,Sexual Harassment,Cheran Ma Nagar,10.980182,76.996495,2023-09-21,09:48,2,Cheran Ma Nagar PS
6329,Cyber Crime,Kovaipudur,11.037344,77.035713,2022-09-25,23:54,2,Kovaipudur PS
6330,Forgery,Vellalore,11.138607,77.090234,2023-09-28,08:03,3,Vellalore PS
6331,Traffic Violation,Periyanaickenpalayam,11.066507,76.861686,2022-07-25,14:08,1,Periyanaickenpalayam PS
6332,Pickpocketing,Thondamuthur,11.07556,76.890621,2023-11-24,04:31,5,Thondamuthur PS
6333,Drug Abuse,Kalveerampalayam,10.952468,76.874424,2022-04-16,14:34,3,Kalveerampalayam PS
6334,Illegal Gambling,Narasimhanaickenpalayam,11.092768,76.921167,2022-09-09,16:42,3,Narasimhanaickenpalayam PS
6335,Assault,Kavundampalayam,11.113954,76.969148,2023-07-22,04:42,3,Kavundampalayam PS
6336,Forgery,Kalapatti,10.936004,77.003187,2022-01-23,20:31,2,Kalapatti PS
6337,Trespassing,Ukkadam,11.031946,76.885395,2024-02-29,11:58,1,Ukkadam PS
6338,Drug Abuse,Vellalore,10.956623,77.068341,2023-10-16,15:47,4,Vellalore PS
6339,Theft,Karumathampatti,11.080076,76.858641,2024-02-18,07:35,2,Karumathampatti PS
6340,Kidnapping,Udayampalayam,10.982413,77.057431,2024-01-24,17:53,5,Udayampalayam PS
6341,Bribery,Vadavalli East,10.934436,77.092152,2023-11-08,15:49,1,Vadavalli East PS
6342,Theft,Narasimhanaickenpalayam,10.906821,76.886404,2022-10-12,00:34,2,Narasimhanaickenpalayam PS
6343,Assault,RS Puram,10.998261,76.980839,2023-05-06,09:19,2,RS Puram PS
6344,Chain Snatching,Kalapatti,11.137995,76.998078,2022-11-20,07:43,2,Kalapatti PS
6345,Chain Snatching,Thennampalayam,10.945712,77.013605,2023-11-29,03:45,1,Thennampalayam PS
6346,Drug Abuse,Pollachi,11.054101,77.096224,2022-05-02,13:25,4,Pollachi PS
6347,Pickpocketing,Kuniamuthur,11.005659,77.000392,2023-05-04,11:39,1,Kuniamuthur PS
6348,Arson,Kavundampalayam,10.956287,76.856027,2023-05-23,14:02,2,Kavundampalayam PS
6349,Murder,Vellalore,10.913397,76.928902,2022-07-25,01:15,3,Vellalore PS
6350,Sexual Harassment,Nehru Nagar,11.000446,76.982673,2022-06-07,19:52,4,Nehru Nagar PS
6351,Illegal Gambling,Ondiputhur,10.909211,76.853303,2022-03-19,18:07,3,Ondiputhur PS
6352,Vandalism,Karumathampatti,10.977412,77.015756,2023-08-17,22:44,1,Karumathampatti PS
6353,Arson,Somanur,11.053318,76.998803,2023-07-07,06:36,2,Somanur PS
6354,Burglary,Kovaipudur,11.145008,77.052186,2023-12-02,13:27,3,Kovaipudur PS
6355,Forgery,Kovaipudur,11.041673,76.87002,2024-02-26,18:41,3,Kovaipudur PS
6356,Vandalism,Sundarapuram,11.011475,76.872684,2024-03-09,04:31,2,Sundarapuram PS
6357,Traffic Violation,Chinthamanipudur,11.142553,76.892729,2023-02-08,06:26,4,Chinthamanipudur PS
6358,Cyber Crime,Velandipalayam,10.919763,76.944309,2022-03-28,21:24,1,Velandipalayam PS
6359,Theft,Chinthamanipudur,10.943978,76.860401,2022-05-19,06:21,3,Chinthamanipudur PS
6360,Theft,Annur,10.968364,77.03268,2023-05-27,12:45,1,Annur PS
6361,Arson,Pollachi,11.004106,77.041059,2022-05-13,12:57,3,Pollachi PS
6362,Trespassing,Kavundampalayam,10.960383,76.989732,2023-03-04,22:30,1,Kavundampalayam PS
6363,Chain Snatching,Chinthamanipudur,11.06935,76.963358,2023-08-02,16:02,2,Chinthamanipudur PS
6364,Traffic Violation,RS Puram,11.069593,76.929917,2023-07-28,09:18,2,RS Puram PS
6365,Vandalism,Cheran Ma Nagar,10.904623,76.944645,2023-04-13,00:37,4,Cheran Ma Nagar PS
6366,Assault,Karamadai,10.991146,77.030122,2023-08-27,04:24,4,Karamadai PS
6367,Fraud,Sundakkamuthur,11.120815,76.952199,2022-09-13,16:07,2,Sundakkamuthur PS
6368,Trespassing,Sundakkamuthur,11.003358,77.00613,2023-01-19,06:24,1,Sundakkamuthur PS
6369,Pickpocketing,Malumichampatti,11.032705,77.016426,2024-02-16,21:14,4,Malumichampatti PS
6370,Burglary,Ganapathy,11.101399,76.89768,2022-01-20,12:30,3,Ganapathy PS
6371,Sexual Harassment,Karamadai,11.122424,77.002418,2022-10-06,12:49,1,Karamadai PS
6372,Sexual Harassment,Sowdambika Nagar,11.115004,76.86787,2023-04-11,01:32,3,Sowdambika Nagar PS
6373,Fraud,Saravanampatti,10.967799,76.970551,2022-02-11,06:04,2,Saravanampatti PS
6374,Robbery,Idikarai East,10.971316,77.086517,2023-01-06,05:24,3,Idikarai East PS
6375,Trespassing,Ondiputhur,10.99165,76.951389,2022-01-18,06:35,2,Ondiputhur PS
6376,Traffic Violation,Periyanaickenpalayam,11.048957,77.035232,2023-07-12,19:06,4,Periyanaickenpalayam PS
6377,Kidnapping,Kovilpalayam,10.946546,76.997291,2023-08-04,22:24,1,Kovilpalayam PS
6378,Drug Abuse,Race Course,10.917047,77.009471,2023-04-05,22:19,1,Race Course PS
6379,Illegal Gambling,Vellalore,11.079438,77.055302,2022-02-26,07:52,5,Vellalore PS
6380,Forgery,Sulur,11.085227,76.909174,2022-10-25,00:13,1,Sulur PS
6381,Assault,RS Puram,11.066926,76.850565,2023-12-07,04:03,2,RS Puram PS
6382,Kidnapping,Idigarai,11.102021,77.071303,2022-08-31,00:22,5,Idigarai PS
6383,Arson,RS Puram,10.923328,77.003415,2023-01-19,01:20,5,RS Puram PS
6384,Assault,Sulur,10.978449,76.987971,2022-03-17,01:17,4,Sulur PS
6385,Drug Abuse,Kunniyamuthur,11.070721,76.987746,2022-11-12,15:48,4,Kunniyamuthur PS
6386,Murder,Thondamuthur,10.992775,77.042875,2022-08-09,08:00,5,Thondamuthur PS
6387,Vandalism,Udayampalayam,10.970887,77.094252,2023-04-23,22:20,3,Udayampalayam PS
6388,Burglary,Narasimhanaickenpalayam,11.04701,77.05845,2022-04-17,06:59,3,Narasimhanaickenpalayam PS
6389,Assault,Goundampalayam,10.933907,77.031016,2023-09-19,23:28,2,Goundampalayam PS
6390,Pickpocketing,Pollachi,10.943361,76.863734,2023-04-01,20:55,3,Pollachi PS
6391,Vandalism,Townhall,11.038453,76.951542,2023-08-13,14:14,2,Townhall PS
6392,Assault,Pothanur,11.102618,77.043662,2023-08-26,03:26,2,Pothanur PS
6393,Assault,Kalveerampalayam,11.086795,76.972057,2022-08-28,06:00,3,Kalveerampalayam PS
6394,Traffic Violation,Cheran Ma Nagar,10.920229,77.029271,2024-01-08,02:22,4,Cheran Ma Nagar PS
6395,Domestic Violence,Sulur,11.065152,77.098429,2024-03-04,15:46,2,Sulur PS
6396,Sexual Harassment,Narasimhanaickenpalayam,11.016191,76.931525,2022-05-26,03:58,1,Narasimhanaickenpalayam PS
6397,Theft,Sundarapuram,11.040538,76.983042,2023-06-08,21:43,2,Sundarapuram PS
6398,Theft,Ondipudur,10.984099,76.9587,2022-04-09,22:59,5,Ondipudur PS
6399,Illegal Gambling,Townhall,11.09582,77.068271,2023-06-29,19:14,5,Townhall PS
6400,Forgery,Somanur,10.930666,76.878166,2022-03-10,08:58,3,Somanur PS
6401,Arson,Annur,10.919432,76.855764,2022-09-21,12:22,2,Annur PS
6402,Vandalism,Somanur,11.087423,76.914532,2023-11-18,20:56,1,Somanur PS
6403,Bribery,Ramanathapuram,10.993041,76.964028,2024-01-21,22:36,1,Ramanathapuram PS
6404,Domestic Violence,Periyanaickenpalayam,10.961746,77.067633,2023-07-30,02:15,5,Periyanaickenpalayam PS
6405,Drug Abuse,Gandhipuram,11.104774,77.004114,2022-10-04,04:48,1,Gandhipuram PS
6406,Burglary,Race Course,11.106562,76.965138,2022-04-04,18:14,4,Race Course PS
6407,Fraud,Thondamuthur,11.119895,77.094373,2022-08-15,22:35,5,Thondamuthur PS
6408,Arson,Eachanari,10.967229,76.978024,2022-04-07,22:10,2,Eachanari PS
6409,Bribery,Ondiputhur,11.134945,76.855878,2022-10-11,08:22,1,Ondiputhur PS
6410,Theft,Karumathampatti,11.092391,76.938285,2024-01-15,01:45,2,Karumathampatti PS
6411,Illegal Gambling,Peelamedu,10.966578,77.011309,2023-11-06,10:30,1,Peelamedu PS
6412,Forgery,Kalveerampalayam,10.999248,76.885119,2022-10-01,09:27,1,Kalveerampalayam PS
6413,Cyber Crime,Kurichi,11.101874,76.86133,2023-04-25,13:44,1,Kurichi PS
6414,Trespassing,Ukkadam,11.025851,76.950893,2023-08-03,22:09,3,Ukkadam PS
6415,Chain Snatching,Sundarapuram,11.14649,76.961875,2023-09-22,04:56,4,Sundarapuram PS
6416,Domestic Violence,Sundarapuram,11.017928,76.86965,2023-02-02,21:38,1,Sundarapuram PS
6417,Theft,Karamadai,11.036433,76.907559,2022-05-15,19:46,1,Karamadai PS
6418,Arson,Kalapatti,11.059372,77.053247,2023-02-27,12:12,5,Kalapatti PS
6419,Pickpocketing,Thondamuthur,10.95237,76.975877,2023-10-03,05:57,5,Thondamuthur PS
6420,Cyber Crime,Saravanampatti,11.133671,76.994973,2022-12-21,08:13,1,Saravanampatti PS
6421,Fraud,Chinthamanipudur,10.940659,76.907552,2023-04-27,06:30,4,Chinthamanipudur PS
6422,Vandalism,Pothanur,10.978145,76.944061,2023-01-03,11:19,1,Pothanur PS
6423,Drug Abuse,Velandipalayam,11.038778,77.073647,2022-06-06,11:50,1,Velandipalayam PS
6424,Cyber Crime,Veerakeralam,11.055559,76.892349,2022-10-14,05:55,4,Veerakeralam PS
6425,Theft,Podanur,10.974973,77.083609,2023-01-15,04:11,4,Podanur PS
6426,Burglary,Townhall,11.096917,77.067221,2022-11-21,02:30,4,Townhall PS
6427,Domestic Violence,Karumathampatti,11.032803,77.043791,2023-08-30,17:38,2,Karumathampatti PS
6428,Theft,Singanallur,11.148601,76.945293,2023-02-07,19:19,1,Singanallur PS
6429,Trespassing,Vadavalli East,10.981803,76.985073,2023-02-16,22:42,3,Vadavalli East PS
6430,Theft,Ganapathy,11.062386,77.083132,2023-02-18,18:43,3,Ganapathy PS
6431,Burglary,Ondipudur,11.087772,77.005649,2022-03-23,13:03,3,Ondipudur PS
6432,Trespassing,Townhall,11.090094,76.986988,2024-01-21,21:15,4,Townhall PS
6433,Burglary,Narasimhanaickenpalayam,11.109067,77.048029,2023-06-17,06:00,4,Narasimhanaickenpalayam PS
6434,Arson,Singanallur East,10.911633,77.098787,2023-04-20,04:21,3,Singanallur East PS
6435,Drug Abuse,Idikarai East,11.085114,76.989962,2024-02-10,12:53,5,Idikarai East PS
6436,Bribery,Kurichi,11.008534,76.928462,2023-07-31,08:52,2,Kurichi PS
6437,Arson,Vadavalli East,11.120556,77.074748,2022-06-10,22:53,4,Vadavalli East PS
6438,Chain Snatching,Keeranatham,11.027236,77.086668,2023-12-15,14:46,1,Keeranatham PS
6439,Sexual Harassment,Pollachi,11.030649,76.855473,2023-07-12,11:55,4,Pollachi PS
